"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"04/01/2026 00:00:00 - 04/01/2026 00:15:00","Germany (DE)","Biomass","4120.25"
"04/01/2026 00:15:00 - 04/01/2026 00:30:00","Germany (DE)","Biomass","4102.25"
"04/01/2026 00:30:00 - 04/01/2026 00:45:00","Germany (DE)","Biomass","4098.18"
"04/01/2026 00:45:00 - 04/01/2026 01:00:00","Germany (DE)","Biomass","4092.75"
"04/01/2026 01:00:00 - 04/01/2026 01:15:00","Germany (DE)","Biomass","4085.06"
"04/01/2026 01:15:00 - 04/01/2026 01:30:00","Germany (DE)","Biomass","4069.32"
"04/01/2026 01:30:00 - 04/01/2026 01:45:00","Germany (DE)","Biomass","4078.34"
"04/01/2026 01:45:00 - 04/01/2026 02:00:00","Germany (DE)","Biomass","4094.30"
"04/01/2026 02:00:00 - 04/01/2026 02:15:00","Germany (DE)","Biomass","4073.75"
"04/01/2026 02:15:00 - 04/01/2026 02:30:00","Germany (DE)","Biomass","4077.59"
"04/01/2026 02:30:00 - 04/01/2026 02:45:00","Germany (DE)","Biomass","4075.97"
"04/01/2026 02:45:00 - 04/01/2026 03:00:00","Germany (DE)","Biomass","4077.74"
"04/01/2026 03:00:00 - 04/01/2026 03:15:00","Germany (DE)","Biomass","4043.99"
"04/01/2026 03:15:00 - 04/01/2026 03:30:00","Germany (DE)","Biomass","4028.32"
"04/01/2026 03:30:00 - 04/01/2026 03:45:00","Germany (DE)","Biomass","4026.91"
"04/01/2026 03:45:00 - 04/01/2026 04:00:00","Germany (DE)","Biomass","4033.85"
"04/01/2026 04:00:00 - 04/01/2026 04:15:00","Germany (DE)","Biomass","4017.37"
"04/01/2026 04:15:00 - 04/01/2026 04:30:00","Germany (DE)","Biomass","3984.98"
"04/01/2026 04:30:00 - 04/01/2026 04:45:00","Germany (DE)","Biomass","3964.41"
"04/01/2026 04:45:00 - 04/01/2026 05:00:00","Germany (DE)","Biomass","3967.74"
"04/01/2026 05:00:00 - 04/01/2026 05:15:00","Germany (DE)","Biomass","3985.79"
"04/01/2026 05:15:00 - 04/01/2026 05:30:00","Germany (DE)","Biomass","4000.13"
"04/01/2026 05:30:00 - 04/01/2026 05:45:00","Germany (DE)","Biomass","4004.27"
"04/01/2026 05:45:00 - 04/01/2026 06:00:00","Germany (DE)","Biomass","4011.00"
"04/01/2026 06:00:00 - 04/01/2026 06:15:00","Germany (DE)","Biomass","4045.45"
"04/01/2026 06:15:00 - 04/01/2026 06:30:00","Germany (DE)","Biomass","4067.80"
"04/01/2026 06:30:00 - 04/01/2026 06:45:00","Germany (DE)","Biomass","4082.76"
"04/01/2026 06:45:00 - 04/01/2026 07:00:00","Germany (DE)","Biomass","4099.48"
"04/01/2026 07:00:00 - 04/01/2026 07:15:00","Germany (DE)","Biomass","4152.28"
"04/01/2026 07:15:00 - 04/01/2026 07:30:00","Germany (DE)","Biomass","4194.52"
"04/01/2026 07:30:00 - 04/01/2026 07:45:00","Germany (DE)","Biomass","4209.05"
"04/01/2026 07:45:00 - 04/01/2026 08:00:00","Germany (DE)","Biomass","4230.89"
"04/01/2026 08:00:00 - 04/01/2026 08:15:00","Germany (DE)","Biomass","4276.75"
"04/01/2026 08:15:00 - 04/01/2026 08:30:00","Germany (DE)","Biomass","4292.51"
"04/01/2026 08:30:00 - 04/01/2026 08:45:00","Germany (DE)","Biomass","4312.05"
"04/01/2026 08:45:00 - 04/01/2026 09:00:00","Germany (DE)","Biomass","4300.00"
"04/01/2026 09:00:00 - 04/01/2026 09:15:00","Germany (DE)","Biomass","4298.24"
"04/01/2026 09:15:00 - 04/01/2026 09:30:00","Germany (DE)","Biomass","4295.16"
"04/01/2026 09:30:00 - 04/01/2026 09:45:00","Germany (DE)","Biomass","4294.95"
"04/01/2026 09:45:00 - 04/01/2026 10:00:00","Germany (DE)","Biomass","4328.06"
"04/01/2026 10:00:00 - 04/01/2026 10:15:00","Germany (DE)","Biomass","4326.00"
"04/01/2026 10:15:00 - 04/01/2026 10:30:00","Germany (DE)","Biomass","4344.09"
"04/01/2026 10:30:00 - 04/01/2026 10:45:00","Germany (DE)","Biomass","4331.30"
"04/01/2026 10:45:00 - 04/01/2026 11:00:00","Germany (DE)","Biomass","4337.89"
"04/01/2026 11:00:00 - 04/01/2026 11:15:00","Germany (DE)","Biomass","4317.92"
"04/01/2026 11:15:00 - 04/01/2026 11:30:00","Germany (DE)","Biomass","4329.36"
"04/01/2026 11:30:00 - 04/01/2026 11:45:00","Germany (DE)","Biomass","4338.02"
"04/01/2026 11:45:00 - 04/01/2026 12:00:00","Germany (DE)","Biomass","4334.68"
"04/01/2026 12:00:00 - 04/01/2026 12:15:00","Germany (DE)","Biomass","4273.72"
"04/01/2026 12:15:00 - 04/01/2026 12:30:00","Germany (DE)","Biomass","4269.37"
"04/01/2026 12:30:00 - 04/01/2026 12:45:00","Germany (DE)","Biomass","4268.04"
"04/01/2026 12:45:00 - 04/01/2026 13:00:00","Germany (DE)","Biomass","4267.74"
"04/01/2026 13:00:00 - 04/01/2026 13:15:00","Germany (DE)","Biomass","4253.33"
"04/01/2026 13:15:00 - 04/01/2026 13:30:00","Germany (DE)","Biomass","4262.31"
"04/01/2026 13:30:00 - 04/01/2026 13:45:00","Germany (DE)","Biomass","4264.77"
"04/01/2026 13:45:00 - 04/01/2026 14:00:00","Germany (DE)","Biomass","4234.74"
"04/01/2026 14:00:00 - 04/01/2026 14:15:00","Germany (DE)","Biomass","4242.98"
"04/01/2026 14:15:00 - 04/01/2026 14:30:00","Germany (DE)","Biomass","4244.13"
"04/01/2026 14:30:00 - 04/01/2026 14:45:00","Germany (DE)","Biomass","4249.93"
"04/01/2026 14:45:00 - 04/01/2026 15:00:00","Germany (DE)","Biomass","4269.51"
"04/01/2026 15:00:00 - 04/01/2026 15:15:00","Germany (DE)","Biomass","4302.99"
"04/01/2026 15:15:00 - 04/01/2026 15:30:00","Germany (DE)","Biomass","4331.12"
"04/01/2026 15:30:00 - 04/01/2026 15:45:00","Germany (DE)","Biomass","4343.54"
"04/01/2026 15:45:00 - 04/01/2026 16:00:00","Germany (DE)","Biomass","4367.20"
"04/01/2026 16:00:00 - 04/01/2026 16:15:00","Germany (DE)","Biomass","4413.48"
"04/01/2026 16:15:00 - 04/01/2026 16:30:00","Germany (DE)","Biomass","4440.43"
"04/01/2026 16:30:00 - 04/01/2026 16:45:00","Germany (DE)","Biomass","4458.40"
"04/01/2026 16:45:00 - 04/01/2026 17:00:00","Germany (DE)","Biomass","4489.78"
"04/01/2026 17:00:00 - 04/01/2026 17:15:00","Germany (DE)","Biomass","4505.15"
"04/01/2026 17:15:00 - 04/01/2026 17:30:00","Germany (DE)","Biomass","4534.90"
"04/01/2026 17:30:00 - 04/01/2026 17:45:00","Germany (DE)","Biomass","4542.71"
"04/01/2026 17:45:00 - 04/01/2026 18:00:00","Germany (DE)","Biomass","4551.14"
"04/01/2026 18:00:00 - 04/01/2026 18:15:00","Germany (DE)","Biomass","4533.04"
"04/01/2026 18:15:00 - 04/01/2026 18:30:00","Germany (DE)","Biomass","4522.44"
"04/01/2026 18:30:00 - 04/01/2026 18:45:00","Germany (DE)","Biomass","4519.97"
"04/01/2026 18:45:00 - 04/01/2026 19:00:00","Germany (DE)","Biomass","4511.22"
"04/01/2026 19:00:00 - 04/01/2026 19:15:00","Germany (DE)","Biomass","4491.14"
"04/01/2026 19:15:00 - 04/01/2026 19:30:00","Germany (DE)","Biomass","4484.24"
"04/01/2026 19:30:00 - 04/01/2026 19:45:00","Germany (DE)","Biomass","4472.97"
"04/01/2026 19:45:00 - 04/01/2026 20:00:00","Germany (DE)","Biomass","4459.91"
"04/01/2026 20:00:00 - 04/01/2026 20:15:00","Germany (DE)","Biomass","4399.58"
"04/01/2026 20:15:00 - 04/01/2026 20:30:00","Germany (DE)","Biomass","4383.92"
"04/01/2026 20:30:00 - 04/01/2026 20:45:00","Germany (DE)","Biomass","4365.22"
"04/01/2026 20:45:00 - 04/01/2026 21:00:00","Germany (DE)","Biomass","4363.46"
"04/01/2026 21:00:00 - 04/01/2026 21:15:00","Germany (DE)","Biomass","4305.01"
"04/01/2026 21:15:00 - 04/01/2026 21:30:00","Germany (DE)","Biomass","4282.85"
"04/01/2026 21:30:00 - 04/01/2026 21:45:00","Germany (DE)","Biomass","4270.33"
"04/01/2026 21:45:00 - 04/01/2026 22:00:00","Germany (DE)","Biomass","4262.12"
"04/01/2026 22:00:00 - 04/01/2026 22:15:00","Germany (DE)","Biomass","4203.24"
"04/01/2026 22:15:00 - 04/01/2026 22:30:00","Germany (DE)","Biomass","4199.56"
"04/01/2026 22:30:00 - 04/01/2026 22:45:00","Germany (DE)","Biomass","4193.46"
"04/01/2026 22:45:00 - 04/01/2026 23:00:00","Germany (DE)","Biomass","4185.82"
"04/01/2026 23:00:00 - 04/01/2026 23:15:00","Germany (DE)","Biomass","4154.02"
"04/01/2026 23:15:00 - 04/01/2026 23:30:00","Germany (DE)","Biomass","4141.29"
"04/01/2026 23:30:00 - 04/01/2026 23:45:00","Germany (DE)","Biomass","4132.66"
"04/01/2026 23:45:00 - 05/01/2026 00:00:00","Germany (DE)","Biomass","4138.27"
"05/01/2026 00:00:00 - 05/01/2026 00:15:00","Germany (DE)","Biomass","4102.44"
"05/01/2026 00:15:00 - 05/01/2026 00:30:00","Germany (DE)","Biomass","4098.10"
"05/01/2026 00:30:00 - 05/01/2026 00:45:00","Germany (DE)","Biomass","4093.95"
"05/01/2026 00:45:00 - 05/01/2026 01:00:00","Germany (DE)","Biomass","4093.89"
"05/01/2026 01:00:00 - 05/01/2026 01:15:00","Germany (DE)","Biomass","4075.31"
"05/01/2026 01:15:00 - 05/01/2026 01:30:00","Germany (DE)","Biomass","4070.45"
"05/01/2026 01:30:00 - 05/01/2026 01:45:00","Germany (DE)","Biomass","4066.42"
"05/01/2026 01:45:00 - 05/01/2026 02:00:00","Germany (DE)","Biomass","4072.21"
"05/01/2026 02:00:00 - 05/01/2026 02:15:00","Germany (DE)","Biomass","4064.69"
"05/01/2026 02:15:00 - 05/01/2026 02:30:00","Germany (DE)","Biomass","4063.82"
"05/01/2026 02:30:00 - 05/01/2026 02:45:00","Germany (DE)","Biomass","4062.52"
"05/01/2026 02:45:00 - 05/01/2026 03:00:00","Germany (DE)","Biomass","4062.69"
"05/01/2026 03:00:00 - 05/01/2026 03:15:00","Germany (DE)","Biomass","4053.01"
"05/01/2026 03:15:00 - 05/01/2026 03:30:00","Germany (DE)","Biomass","4045.93"
"05/01/2026 03:30:00 - 05/01/2026 03:45:00","Germany (DE)","Biomass","4050.67"
"05/01/2026 03:45:00 - 05/01/2026 04:00:00","Germany (DE)","Biomass","4055.69"
"05/01/2026 04:00:00 - 05/01/2026 04:15:00","Germany (DE)","Biomass","4059.35"
"05/01/2026 04:15:00 - 05/01/2026 04:30:00","Germany (DE)","Biomass","4066.94"
"05/01/2026 04:30:00 - 05/01/2026 04:45:00","Germany (DE)","Biomass","4072.22"
"05/01/2026 04:45:00 - 05/01/2026 05:00:00","Germany (DE)","Biomass","4080.48"
"05/01/2026 05:00:00 - 05/01/2026 05:15:00","Germany (DE)","Biomass","4093.75"
"05/01/2026 05:15:00 - 05/01/2026 05:30:00","Germany (DE)","Biomass","4099.49"
"05/01/2026 05:30:00 - 05/01/2026 05:45:00","Germany (DE)","Biomass","4098.78"
"05/01/2026 05:45:00 - 05/01/2026 06:00:00","Germany (DE)","Biomass","4108.86"
"05/01/2026 06:00:00 - 05/01/2026 06:15:00","Germany (DE)","Biomass","4147.30"
"05/01/2026 06:15:00 - 05/01/2026 06:30:00","Germany (DE)","Biomass","4171.55"
"05/01/2026 06:30:00 - 05/01/2026 06:45:00","Germany (DE)","Biomass","4169.36"
"05/01/2026 06:45:00 - 05/01/2026 07:00:00","Germany (DE)","Biomass","4194.86"
"05/01/2026 07:00:00 - 05/01/2026 07:15:00","Germany (DE)","Biomass","4253.59"
"05/01/2026 07:15:00 - 05/01/2026 07:30:00","Germany (DE)","Biomass","4286.98"
"05/01/2026 07:30:00 - 05/01/2026 07:45:00","Germany (DE)","Biomass","4305.99"
"05/01/2026 07:45:00 - 05/01/2026 08:00:00","Germany (DE)","Biomass","4319.80"
"05/01/2026 08:00:00 - 05/01/2026 08:15:00","Germany (DE)","Biomass","4359.76"
"05/01/2026 08:15:00 - 05/01/2026 08:30:00","Germany (DE)","Biomass","4376.33"
"05/01/2026 08:30:00 - 05/01/2026 08:45:00","Germany (DE)","Biomass","4391.00"
"05/01/2026 08:45:00 - 05/01/2026 09:00:00","Germany (DE)","Biomass","4394.99"
"05/01/2026 09:00:00 - 05/01/2026 09:15:00","Germany (DE)","Biomass","4393.44"
"05/01/2026 09:15:00 - 05/01/2026 09:30:00","Germany (DE)","Biomass","4395.75"
"05/01/2026 09:30:00 - 05/01/2026 09:45:00","Germany (DE)","Biomass","4408.97"
"05/01/2026 09:45:00 - 05/01/2026 10:00:00","Germany (DE)","Biomass","4408.08"
"05/01/2026 10:00:00 - 05/01/2026 10:15:00","Germany (DE)","Biomass","4391.25"
"05/01/2026 10:15:00 - 05/01/2026 10:30:00","Germany (DE)","Biomass","4383.91"
"05/01/2026 10:30:00 - 05/01/2026 10:45:00","Germany (DE)","Biomass","4386.75"
"05/01/2026 10:45:00 - 05/01/2026 11:00:00","Germany (DE)","Biomass","4391.62"
"05/01/2026 11:00:00 - 05/01/2026 11:15:00","Germany (DE)","Biomass","4358.83"
"05/01/2026 11:15:00 - 05/01/2026 11:30:00","Germany (DE)","Biomass","4339.70"
"05/01/2026 11:30:00 - 05/01/2026 11:45:00","Germany (DE)","Biomass","4338.16"
"05/01/2026 11:45:00 - 05/01/2026 12:00:00","Germany (DE)","Biomass","4351.42"
"05/01/2026 12:00:00 - 05/01/2026 12:15:00","Germany (DE)","Biomass","4282.59"
"05/01/2026 12:15:00 - 05/01/2026 12:30:00","Germany (DE)","Biomass","4278.17"
"05/01/2026 12:30:00 - 05/01/2026 12:45:00","Germany (DE)","Biomass","4276.03"
"05/01/2026 12:45:00 - 05/01/2026 13:00:00","Germany (DE)","Biomass","4282.97"
"05/01/2026 13:00:00 - 05/01/2026 13:15:00","Germany (DE)","Biomass","4268.70"
"05/01/2026 13:15:00 - 05/01/2026 13:30:00","Germany (DE)","Biomass","4264.10"
"05/01/2026 13:30:00 - 05/01/2026 13:45:00","Germany (DE)","Biomass","4266.41"
"05/01/2026 13:45:00 - 05/01/2026 14:00:00","Germany (DE)","Biomass","4274.12"
"05/01/2026 14:00:00 - 05/01/2026 14:15:00","Germany (DE)","Biomass","4267.35"
"05/01/2026 14:15:00 - 05/01/2026 14:30:00","Germany (DE)","Biomass","4284.85"
"05/01/2026 14:30:00 - 05/01/2026 14:45:00","Germany (DE)","Biomass","4275.92"
"05/01/2026 14:45:00 - 05/01/2026 15:00:00","Germany (DE)","Biomass","4283.14"
"05/01/2026 15:00:00 - 05/01/2026 15:15:00","Germany (DE)","Biomass","4306.18"
"05/01/2026 15:15:00 - 05/01/2026 15:30:00","Germany (DE)","Biomass","4320.95"
"05/01/2026 15:30:00 - 05/01/2026 15:45:00","Germany (DE)","Biomass","4327.96"
"05/01/2026 15:45:00 - 05/01/2026 16:00:00","Germany (DE)","Biomass","4350.03"
"05/01/2026 16:00:00 - 05/01/2026 16:15:00","Germany (DE)","Biomass","4377.91"
"05/01/2026 16:15:00 - 05/01/2026 16:30:00","Germany (DE)","Biomass","4402.03"
"05/01/2026 16:30:00 - 05/01/2026 16:45:00","Germany (DE)","Biomass","4361.01"
"05/01/2026 16:45:00 - 05/01/2026 17:00:00","Germany (DE)","Biomass","4368.72"
"05/01/2026 17:00:00 - 05/01/2026 17:15:00","Germany (DE)","Biomass","4441.26"
"05/01/2026 17:15:00 - 05/01/2026 17:30:00","Germany (DE)","Biomass","4483.58"
"05/01/2026 17:30:00 - 05/01/2026 17:45:00","Germany (DE)","Biomass","4478.37"
"05/01/2026 17:45:00 - 05/01/2026 18:00:00","Germany (DE)","Biomass","4511.62"
"05/01/2026 18:00:00 - 05/01/2026 18:15:00","Germany (DE)","Biomass","4511.97"
"05/01/2026 18:15:00 - 05/01/2026 18:30:00","Germany (DE)","Biomass","4523.90"
"05/01/2026 18:30:00 - 05/01/2026 18:45:00","Germany (DE)","Biomass","4511.46"
"05/01/2026 18:45:00 - 05/01/2026 19:00:00","Germany (DE)","Biomass","4516.64"
"05/01/2026 19:00:00 - 05/01/2026 19:15:00","Germany (DE)","Biomass","4502.02"
"05/01/2026 19:15:00 - 05/01/2026 19:30:00","Germany (DE)","Biomass","4480.58"
"05/01/2026 19:30:00 - 05/01/2026 19:45:00","Germany (DE)","Biomass","4465.29"
"05/01/2026 19:45:00 - 05/01/2026 20:00:00","Germany (DE)","Biomass","4449.38"
"05/01/2026 20:00:00 - 05/01/2026 20:15:00","Germany (DE)","Biomass","4396.71"
"05/01/2026 20:15:00 - 05/01/2026 20:30:00","Germany (DE)","Biomass","4379.93"
"05/01/2026 20:30:00 - 05/01/2026 20:45:00","Germany (DE)","Biomass","4378.32"
"05/01/2026 20:45:00 - 05/01/2026 21:00:00","Germany (DE)","Biomass","4353.15"
"05/01/2026 21:00:00 - 05/01/2026 21:15:00","Germany (DE)","Biomass","4305.32"
"05/01/2026 21:15:00 - 05/01/2026 21:30:00","Germany (DE)","Biomass","4307.35"
"05/01/2026 21:30:00 - 05/01/2026 21:45:00","Germany (DE)","Biomass","4293.98"
"05/01/2026 21:45:00 - 05/01/2026 22:00:00","Germany (DE)","Biomass","4292.79"
"05/01/2026 22:00:00 - 05/01/2026 22:15:00","Germany (DE)","Biomass","4250.03"
"05/01/2026 22:15:00 - 05/01/2026 22:30:00","Germany (DE)","Biomass","4234.04"
"05/01/2026 22:30:00 - 05/01/2026 22:45:00","Germany (DE)","Biomass","4229.31"
"05/01/2026 22:45:00 - 05/01/2026 23:00:00","Germany (DE)","Biomass","4223.31"
"05/01/2026 23:00:00 - 05/01/2026 23:15:00","Germany (DE)","Biomass","4182.85"
"05/01/2026 23:15:00 - 05/01/2026 23:30:00","Germany (DE)","Biomass","4172.75"
"05/01/2026 23:30:00 - 05/01/2026 23:45:00","Germany (DE)","Biomass","4165.74"
"05/01/2026 23:45:00 - 06/01/2026 00:00:00","Germany (DE)","Biomass","4159.80"
"06/01/2026 00:00:00 - 06/01/2026 00:15:00","Germany (DE)","Biomass","4133.26"
"06/01/2026 00:15:00 - 06/01/2026 00:30:00","Germany (DE)","Biomass","4129.13"
"06/01/2026 00:30:00 - 06/01/2026 00:45:00","Germany (DE)","Biomass","4117.58"
"06/01/2026 00:45:00 - 06/01/2026 01:00:00","Germany (DE)","Biomass","4123.18"
"06/01/2026 01:00:00 - 06/01/2026 01:15:00","Germany (DE)","Biomass","4105.78"
"06/01/2026 01:15:00 - 06/01/2026 01:30:00","Germany (DE)","Biomass","4096.87"
"06/01/2026 01:30:00 - 06/01/2026 01:45:00","Germany (DE)","Biomass","4110.91"
"06/01/2026 01:45:00 - 06/01/2026 02:00:00","Germany (DE)","Biomass","4109.94"
"06/01/2026 02:00:00 - 06/01/2026 02:15:00","Germany (DE)","Biomass","4094.72"
"06/01/2026 02:15:00 - 06/01/2026 02:30:00","Germany (DE)","Biomass","4093.43"
"06/01/2026 02:30:00 - 06/01/2026 02:45:00","Germany (DE)","Biomass","4089.91"
"06/01/2026 02:45:00 - 06/01/2026 03:00:00","Germany (DE)","Biomass","4092.05"
"06/01/2026 03:00:00 - 06/01/2026 03:15:00","Germany (DE)","Biomass","4076.60"
"06/01/2026 03:15:00 - 06/01/2026 03:30:00","Germany (DE)","Biomass","4075.03"
"06/01/2026 03:30:00 - 06/01/2026 03:45:00","Germany (DE)","Biomass","4073.42"
"06/01/2026 03:45:00 - 06/01/2026 04:00:00","Germany (DE)","Biomass","4067.65"
"06/01/2026 04:00:00 - 06/01/2026 04:15:00","Germany (DE)","Biomass","4069.55"
"06/01/2026 04:15:00 - 06/01/2026 04:30:00","Germany (DE)","Biomass","4074.91"
"06/01/2026 04:30:00 - 06/01/2026 04:45:00","Germany (DE)","Biomass","4081.33"
"06/01/2026 04:45:00 - 06/01/2026 05:00:00","Germany (DE)","Biomass","4086.51"
"06/01/2026 05:00:00 - 06/01/2026 05:15:00","Germany (DE)","Biomass","4099.71"
"06/01/2026 05:15:00 - 06/01/2026 05:30:00","Germany (DE)","Biomass","4109.99"
"06/01/2026 05:30:00 - 06/01/2026 05:45:00","Germany (DE)","Biomass","4118.40"
"06/01/2026 05:45:00 - 06/01/2026 06:00:00","Germany (DE)","Biomass","4117.17"
"06/01/2026 06:00:00 - 06/01/2026 06:15:00","Germany (DE)","Biomass","4147.67"
"06/01/2026 06:15:00 - 06/01/2026 06:30:00","Germany (DE)","Biomass","4163.20"
"06/01/2026 06:30:00 - 06/01/2026 06:45:00","Germany (DE)","Biomass","4170.62"
"06/01/2026 06:45:00 - 06/01/2026 07:00:00","Germany (DE)","Biomass","4180.73"
"06/01/2026 07:00:00 - 06/01/2026 07:15:00","Germany (DE)","Biomass","4239.47"
"06/01/2026 07:15:00 - 06/01/2026 07:30:00","Germany (DE)","Biomass","4257.48"
"06/01/2026 07:30:00 - 06/01/2026 07:45:00","Germany (DE)","Biomass","4295.65"
"06/01/2026 07:45:00 - 06/01/2026 08:00:00","Germany (DE)","Biomass","4328.99"
"06/01/2026 08:00:00 - 06/01/2026 08:15:00","Germany (DE)","Biomass","4347.32"
"06/01/2026 08:15:00 - 06/01/2026 08:30:00","Germany (DE)","Biomass","4380.21"
"06/01/2026 08:30:00 - 06/01/2026 08:45:00","Germany (DE)","Biomass","4388.04"
"06/01/2026 08:45:00 - 06/01/2026 09:00:00","Germany (DE)","Biomass","4414.69"
"06/01/2026 09:00:00 - 06/01/2026 09:15:00","Germany (DE)","Biomass","4411.91"
"06/01/2026 09:15:00 - 06/01/2026 09:30:00","Germany (DE)","Biomass","4402.91"
"06/01/2026 09:30:00 - 06/01/2026 09:45:00","Germany (DE)","Biomass","4409.37"
"06/01/2026 09:45:00 - 06/01/2026 10:00:00","Germany (DE)","Biomass","4418.03"
"06/01/2026 10:00:00 - 06/01/2026 10:15:00","Germany (DE)","Biomass","4403.63"
"06/01/2026 10:15:00 - 06/01/2026 10:30:00","Germany (DE)","Biomass","4404.73"
"06/01/2026 10:30:00 - 06/01/2026 10:45:00","Germany (DE)","Biomass","4399.82"
"06/01/2026 10:45:00 - 06/01/2026 11:00:00","Germany (DE)","Biomass","4397.56"
"06/01/2026 11:00:00 - 06/01/2026 11:15:00","Germany (DE)","Biomass","4369.24"
"06/01/2026 11:15:00 - 06/01/2026 11:30:00","Germany (DE)","Biomass","4366.58"
"06/01/2026 11:30:00 - 06/01/2026 11:45:00","Germany (DE)","Biomass","4372.38"
"06/01/2026 11:45:00 - 06/01/2026 12:00:00","Germany (DE)","Biomass","4367.33"
"06/01/2026 12:00:00 - 06/01/2026 12:15:00","Germany (DE)","Biomass","4317.20"
"06/01/2026 12:15:00 - 06/01/2026 12:30:00","Germany (DE)","Biomass","4297.75"
"06/01/2026 12:30:00 - 06/01/2026 12:45:00","Germany (DE)","Biomass","4288.11"
"06/01/2026 12:45:00 - 06/01/2026 13:00:00","Germany (DE)","Biomass","4278.53"
"06/01/2026 13:00:00 - 06/01/2026 13:15:00","Germany (DE)","Biomass","4263.77"
"06/01/2026 13:15:00 - 06/01/2026 13:30:00","Germany (DE)","Biomass","4266.17"
"06/01/2026 13:30:00 - 06/01/2026 13:45:00","Germany (DE)","Biomass","4275.43"
"06/01/2026 13:45:00 - 06/01/2026 14:00:00","Germany (DE)","Biomass","4274.91"
"06/01/2026 14:00:00 - 06/01/2026 14:15:00","Germany (DE)","Biomass","4270.80"
"06/01/2026 14:15:00 - 06/01/2026 14:30:00","Germany (DE)","Biomass","4286.86"
"06/01/2026 14:30:00 - 06/01/2026 14:45:00","Germany (DE)","Biomass","4290.82"
"06/01/2026 14:45:00 - 06/01/2026 15:00:00","Germany (DE)","Biomass","4302.09"
"06/01/2026 15:00:00 - 06/01/2026 15:15:00","Germany (DE)","Biomass","4314.70"
"06/01/2026 15:15:00 - 06/01/2026 15:30:00","Germany (DE)","Biomass","4328.92"
"06/01/2026 15:30:00 - 06/01/2026 15:45:00","Germany (DE)","Biomass","4344.97"
"06/01/2026 15:45:00 - 06/01/2026 16:00:00","Germany (DE)","Biomass","4359.80"
"06/01/2026 16:00:00 - 06/01/2026 16:15:00","Germany (DE)","Biomass","4408.90"
"06/01/2026 16:15:00 - 06/01/2026 16:30:00","Germany (DE)","Biomass","4436.81"
"06/01/2026 16:30:00 - 06/01/2026 16:45:00","Germany (DE)","Biomass","4457.61"
"06/01/2026 16:45:00 - 06/01/2026 17:00:00","Germany (DE)","Biomass","4473.09"
"06/01/2026 17:00:00 - 06/01/2026 17:15:00","Germany (DE)","Biomass","4498.07"
"06/01/2026 17:15:00 - 06/01/2026 17:30:00","Germany (DE)","Biomass","4520.93"
"06/01/2026 17:30:00 - 06/01/2026 17:45:00","Germany (DE)","Biomass","4511.74"
"06/01/2026 17:45:00 - 06/01/2026 18:00:00","Germany (DE)","Biomass","4519.40"
"06/01/2026 18:00:00 - 06/01/2026 18:15:00","Germany (DE)","Biomass","4524.46"
"06/01/2026 18:15:00 - 06/01/2026 18:30:00","Germany (DE)","Biomass","4517.26"
"06/01/2026 18:30:00 - 06/01/2026 18:45:00","Germany (DE)","Biomass","4501.50"
"06/01/2026 18:45:00 - 06/01/2026 19:00:00","Germany (DE)","Biomass","4484.85"
"06/01/2026 19:00:00 - 06/01/2026 19:15:00","Germany (DE)","Biomass","4473.98"
"06/01/2026 19:15:00 - 06/01/2026 19:30:00","Germany (DE)","Biomass","4470.36"
"06/01/2026 19:30:00 - 06/01/2026 19:45:00","Germany (DE)","Biomass","4461.14"
"06/01/2026 19:45:00 - 06/01/2026 20:00:00","Germany (DE)","Biomass","4457.80"
"06/01/2026 20:00:00 - 06/01/2026 20:15:00","Germany (DE)","Biomass","4401.34"
"06/01/2026 20:15:00 - 06/01/2026 20:30:00","Germany (DE)","Biomass","4376.14"
"06/01/2026 20:30:00 - 06/01/2026 20:45:00","Germany (DE)","Biomass","4361.83"
"06/01/2026 20:45:00 - 06/01/2026 21:00:00","Germany (DE)","Biomass","4355.21"
"06/01/2026 21:00:00 - 06/01/2026 21:15:00","Germany (DE)","Biomass","4304.55"
"06/01/2026 21:15:00 - 06/01/2026 21:30:00","Germany (DE)","Biomass","4293.07"
"06/01/2026 21:30:00 - 06/01/2026 21:45:00","Germany (DE)","Biomass","4288.05"
"06/01/2026 21:45:00 - 06/01/2026 22:00:00","Germany (DE)","Biomass","4280.70"
"06/01/2026 22:00:00 - 06/01/2026 22:15:00","Germany (DE)","Biomass","4233.44"
